entity_id,domain,friendly_name,state,device_class,unit_of_measurement
button.guest_room_purifier_activate_mode_sleep,button,Guest Room Purifier Activate Mode: Sleep,unknown,,
number.guest_room_purifier_gearmode,number,Guest Room Purifier gearMode,unknown,,
select.guest_room_purifier_mode,select,Guest Room Purifier Mode,unknown,,
sensor.guest_room_purifier_filterlifetime,sensor,Guest Room Purifier filterLifeTime,"{""value"":41}",,
switch.guest_room_purifier_nightlight_toggle,switch,Guest Room Purifier Nightlight Toggle,off,,
sensor.external_status,sensor,External Status,Unknown,,
button.external_request_platform_api_state,button,External Request Platform API State,unknown,,
switch.external_power_switch,switch,External Power Switch,unknown,,
light.bar_light_2,light,Bar light,off,,
switch.bar_light_power_switch,switch,Bar light Power Switch,off,,
switch.diningroom_light_power_switch,switch,Diningroom_light Power Switch,on,,
switch.diningroom_light_gradient_toggle,switch,Diningroom_light Gradient Toggle,unknown,,
switch.diningroom_light_dream_view_toggle,switch,Diningroom_light Dream View Toggle,unknown,,
light.diningroom_light_segment_001,light,Diningroom_light Segment 001,off,,
light.diningroom_light_segment_002,light,Diningroom_light Segment 002,off,,
light.diningroom_light_segment_003,light,Diningroom_light Segment 003,off,,
light.diningroom_light_segment_004,light,Diningroom_light Segment 004,off,,
light.diningroom_light_segment_005,light,Diningroom_light Segment 005,off,,
light.diningroom_light_segment_006,light,Diningroom_light Segment 006,off,,
light.diningroom_light_segment_007,light,Diningroom_light Segment 007,off,,
sensor.main_status,sensor,Main Status,Unknown,,
button.main_request_platform_api_state,button,Main Request Platform API State,unknown,,
switch.main_power_switch,switch,Main Power Switch,unknown,,
sensor.h5151_3f8d_status,sensor,Status,unavailable,,
button.h5151_3f8d_request_platform_api_state,button,Request Platform API State,unavailable,,
light.light_parents_2,light,Light-parents,off,,
switch.light_parents_power_switch,switch,Light-parents Power Switch,off,,
switch.permanent_outdoor_lights_power_switch,switch,Permanent Outdoor Lights Power Switch,on,,
switch.permanent_outdoor_lights_gradient_toggle,switch,Permanent Outdoor Lights Gradient Toggle,unknown,,
light.permanent_outdoor_lights_segment_001,light,Permanent Outdoor Lights Segment 001,off,,
light.permanent_outdoor_lights_segment_002,light,Permanent Outdoor Lights Segment 002,off,,
light.permanent_outdoor_lights_segment_003,light,Permanent Outdoor Lights Segment 003,off,,
light.permanent_outdoor_lights_segment_004,light,Permanent Outdoor Lights Segment 004,off,,
light.permanent_outdoor_lights_segment_005,light,Permanent Outdoor Lights Segment 005,off,,
light.permanent_outdoor_lights_segment_006,light,Permanent Outdoor Lights Segment 006,off,,
light.permanent_outdoor_lights_segment_007,light,Permanent Outdoor Lights Segment 007,off,,
light.permanent_outdoor_lights_segment_008,light,Permanent Outdoor Lights Segment 008,off,,
light.permanent_outdoor_lights_segment_009,light,Permanent Outdoor Lights Segment 009,off,,
light.permanent_outdoor_lights_segment_010,light,Permanent Outdoor Lights Segment 010,off,,
light.permanent_outdoor_lights_segment_011,light,Permanent Outdoor Lights Segment 011,off,,
light.permanent_outdoor_lights_segment_012,light,Permanent Outdoor Lights Segment 012,off,,
light.permanent_outdoor_lights_segment_013,light,Permanent Outdoor Lights Segment 013,off,,
light.permanent_outdoor_lights_segment_014,light,Permanent Outdoor Lights Segment 014,off,,
light.permanent_outdoor_lights_segment_015,light,Permanent Outdoor Lights Segment 015,off,,
switch.garage_air_purifier_power_switch,switch,Garage Air Purifier Power Switch,on,,
button.garage_air_purifier_activate_mode_auto,button,Garage Air Purifier Activate Mode: Auto,unknown,,
number.garage_air_purifier_custom,number,Garage Air Purifier Custom,unknown,,
button.garage_air_purifier_activate_mode_sleep,button,Garage Air Purifier Activate Mode: Sleep,unknown,,
number.garage_air_purifier_gearmode,number,Garage Air Purifier gearMode,3,,
select.garage_air_purifier_mode,select,Garage Air Purifier Mode,gearMode,,
sensor.garage_air_purifier_filterlifetime,sensor,Garage Air Purifier filterLifeTime,"{""value"":""""}",,
sensor.mainfloor_status,sensor,Mainfloor Status,Unknown,,
button.mainfloor_request_platform_api_state,button,Mainfloor Request Platform API State,unknown,,
switch.mainfloor_power_switch,switch,Mainfloor Power Switch,unknown,,
light.light_guest_room_2,light,Light-Guest Room,off,,
switch.light_guest_room_power_switch,switch,Light-Guest Room Power Switch,off,,
sensor.office_thermostat_temperature,sensor,Office Thermostat Temperature,74.84,temperature,°F
sensor.office_thermostat_humidity,sensor,Office Thermostat Humidity,56.20,humidity,%
switch.livingroom_light_power_switch,switch,Livingroom_light Power Switch,on,,
switch.livingroom_light_gradient_toggle,switch,Livingroom_light Gradient Toggle,unknown,,
switch.livingroom_light_dream_view_toggle,switch,Livingroom_light Dream View Toggle,unknown,,
light.livingroom_light_segment_001,light,Livingroom_light Segment 001,off,,
light.livingroom_light_segment_002,light,Livingroom_light Segment 002,off,,
light.livingroom_light_segment_003,light,Livingroom_light Segment 003,off,,
light.livingroom_light_segment_004,light,Livingroom_light Segment 004,off,,
light.livingroom_light_segment_005,light,Livingroom_light Segment 005,off,,
light.livingroom_light_segment_006,light,Livingroom_light Segment 006,off,,
light.livingroom_light_segment_007,light,Livingroom_light Segment 007,off,,
sensor.outside_status,sensor,Outside Status,Unknown,,
button.outside_request_platform_api_state,button,Outside Request Platform API State,unknown,,
switch.outside_power_switch,switch,Outside Power Switch,unknown,,
sensor.basement_status,sensor,Basement Status,Unknown,,
button.basement_request_platform_api_state,button,Basement Request Platform API State,unknown,,
switch.basement_power_switch,switch,Basement Power Switch,unknown,,
light.christmas_tree_lights_2,light,Christmas Tree Lights,off,,
switch.christmas_tree_lights_power_switch,switch,Christmas Tree Lights Power Switch,off,,
switch.christmas_tree_lights_gradient_toggle,switch,Christmas Tree Lights Gradient Toggle,unknown,,
switch.christmas_tree_lights_dream_view_toggle,switch,Christmas Tree Lights Dream View Toggle,unknown,,
light.christmas_tree_lights_segment_001,light,Christmas Tree Lights Segment 001,off,,
light.christmas_tree_lights_segment_002,light,Christmas Tree Lights Segment 002,off,,
light.christmas_tree_lights_segment_003,light,Christmas Tree Lights Segment 003,off,,
light.christmas_tree_lights_segment_004,light,Christmas Tree Lights Segment 004,off,,
light.christmas_tree_lights_segment_005,light,Christmas Tree Lights Segment 005,off,,
light.christmas_tree_lights_segment_006,light,Christmas Tree Lights Segment 006,off,,
light.christmas_tree_lights_segment_007,light,Christmas Tree Lights Segment 007,off,,
light.christmas_tree_lights_segment_008,light,Christmas Tree Lights Segment 008,off,,
light.christmas_tree_lights_segment_009,light,Christmas Tree Lights Segment 009,off,,
light.christmas_tree_lights_segment_010,light,Christmas Tree Lights Segment 010,off,,
sensor.main_floor_status,sensor,Main floor Status,Unknown,,
button.main_floor_request_platform_api_state,button,Main floor Request Platform API State,unknown,,
switch.main_floor_power_switch,switch,Main floor Power Switch,unknown,,
switch.sunroom_light_power_switch,switch,Sunroom_Light Power Switch,on,,
switch.sunroom_light_gradient_toggle,switch,Sunroom_Light Gradient Toggle,unknown,,
switch.sunroom_light_dream_view_toggle,switch,Sunroom_Light Dream View Toggle,unknown,,
light.sunroom_light_segment_001,light,Sunroom_Light Segment 001,off,,
light.sunroom_light_segment_002,light,Sunroom_Light Segment 002,off,,
light.sunroom_light_segment_003,light,Sunroom_Light Segment 003,off,,
light.sunroom_light_segment_004,light,Sunroom_Light Segment 004,off,,
light.sunroom_light_segment_005,light,Sunroom_Light Segment 005,off,,
light.sunroom_light_segment_006,light,Sunroom_Light Segment 006,off,,
light.sunroom_light_segment_007,light,Sunroom_Light Segment 007,off,,
light.light_attic_2,light,Light-attic,off,,
switch.light_attic_power_switch,switch,Light-attic Power Switch,off,,
device_tracker.phone_2,device_tracker,phone,unavailable,,
light.diningroom_light,light,Diningroom_light,on,,
light.livingroom_light,light,Livingroom_light,on,,
light.permanent_outdoor_lights,light,Permanent Outdoor Lights,on,,
light.sunroom_light,light,Sunroom_Light,on,,
weather.kneplatt72,weather,KNEPLATT72,unavailable,,
sensor.kneplatt72_neighborhood,sensor,Neighborhood,unavailable,,
sensor.kneplatt72_local_observation_time,sensor,Local Observation Time,unavailable,,
sensor.kneplatt72_relative_humidity,sensor,Relative Humidity,unavailable,humidity,%
sensor.kneplatt72_station_id,sensor,Station ID,unavailable,,
sensor.kneplatt72_solar_radiation,sensor,Solar Radiation,unavailable,irradiance,
sensor.kneplatt72_uv_index,sensor,UV Index,unavailable,,
sensor.kneplatt72_wind_direction_degrees,sensor,Wind Direction - Degrees,unavailable,,°
sensor.kneplatt72_wind_direction_cardinal,sensor,Wind Direction - Cardinal,unavailable,,
sensor.kneplatt72_elevation,sensor,Elevation,unavailable,distance,ft
sensor.kneplatt72_dewpoint,sensor,Dewpoint,unavailable,temperature,°F
sensor.kneplatt72_temperature,sensor,Temperature,unavailable,temperature,°F
sensor.kneplatt72_heat_index,sensor,Heat Index,unavailable,temperature,°F
sensor.kneplatt72_wind_chill,sensor,Wind Chill,unavailable,temperature,°F
sensor.kneplatt72_precipitation_rate,sensor,Precipitation Rate,unavailable,precipitation_intensity,in/h
sensor.kneplatt72_precipitation_today,sensor,Precipitation Today,unavailable,precipitation,in
sensor.kneplatt72_pressure,sensor,Pressure,unavailable,pressure,inHg
sensor.kneplatt72_wind_gust,sensor,Wind Gust,unavailable,wind_speed,mph
sensor.kneplatt72_wind_speed,sensor,Wind Speed,unavailable,wind_speed,mph
sensor.pws_wind_speed_24h_avg,sensor,PWS Wind Speed (24h Avg),unavailable,,
sensor.pws_temperature_24h_mean,sensor,PWS Temperature (24h Mean),unavailable,,
sensor.pws_humidity_24h_mean,sensor,PWS Humidity (24h Mean),unavailable,,
sensor.pws_pressure_24h_change,sensor,PWS Pressure (24h Change),unavailable,,
automation.lights_off_except_porch_garage_attic_23_30,automation,Lights Off Except Porch/Garage/Attic @ 23:30,unavailable,,
automation.midnight_lights,automation,Midnight lights,unavailable,,
switch.plug_bedroom_burner,switch,Plug-bedroom-burner,off,,
select.plug_bedroom_burner_power_on_behavior,select,Plug-bedroom-burner Power-on behavior,unknown,,
sensor.plug_bedroom_burner_ac_frequency,sensor,Plug-bedroom-burner Frequency,60,frequency,Hz
sensor.plug_bedroom_burner_power,sensor,Plug-bedroom-burner Power,0,power,W
sensor.plug_bedroom_burner_energy,sensor,Plug-bedroom-burner Energy,1.24,energy,kWh
sensor.plug_bedroom_burner_current,sensor,Plug-bedroom-burner Current,0,current,A
sensor.plug_bedroom_burner_voltage,sensor,Plug-bedroom-burner Voltage,122.2,voltage,V
update.plug_bedroom_burner,update,Plug-bedroom-burner,off,firmware,
automation.bedroom_purifier_on,automation,Bedroom-purifier on,unavailable,,
automation.bedroom_purifier_off,automation,Bedroom-purifier-off,unavailable,,
media_player.bedroom_tv_2,media_player,,unavailable,tv,
device_tracker.tp_link_corporation_pte_ltd_fe_81_4f,device_tracker,TP-LINK CORPORATION PTE. LTD. FE:81:4F,unavailable,,
device_tracker.reolink_innovation_limited_1e_58_99,device_tracker,Reolink Innovation Limited 1E:58:99,unavailable,,
device_tracker.beijing_roborock_technology_ab_92_d3,device_tracker,Beijing Roborock Technology AB:92:D3,unavailable,,
binary_sensor.8_8_8_8,binary_sensor,,unavailable,connectivity,
sensor.speedtest_ping,sensor,Ping,unavailable,duration,ms
sensor.speedtest_download,sensor,Download,unavailable,data_rate,Mbit/s
sensor.speedtest_upload,sensor,Upload,unavailable,data_rate,Mbit/s
script.husker_led_start,script,Start Husker LED Effect,unavailable,,
script.husker_led_stop,script,Stop Husker LED Effect (Revert to Monthly),unavailable,,
automation.purifier_on_bedroom,automation,Purifier on bedroom (mirror on any change),unavailable,,
script.huskers_hail_varsity_show_start,script,Huskers: Hail Varsity Show (Start),unavailable,,
script.huskers_hail_varsity_show_stop,script,Huskers: Hail Varsity Show (Stop),unavailable,,
sensor.nebraska_football,sensor,nebraska_football,unavailable,,
event.university_of_nebraska_official_athletics_website,event,,unavailable,,
automation.huskers_react_to_test_score,automation,Huskers – React to Test Score (logbook),unavailable,,
automation.huskers_new_item_notifier,automation,Huskers – New item notifier,unavailable,,
script.huskers_test_our_score,script,Huskers (Test): Our Score,unavailable,,
script.huskers_test_opponent_score,script,Huskers (Test): Opponent Score,unavailable,,
automation.huskers_update_last_score_test,automation,Huskers – Update last score (test),unavailable,,
automation.huskers_pregame_event,automation,Huskers: Pregame Event,unavailable,,
automation.huskers_postgame_event,automation,Huskers: Postgame Event,unavailable,,
sensor.huskers_last_score_test,sensor,Huskers Last Score (test),unavailable,,
sensor.rest_ping,sensor,REST Ping,unavailable,,
event.university_of_nebraska_official_athletics_website_2,event,,unavailable,,
device_tracker.ipad,device_tracker,iPad,unavailable,,
script.huskers_led_revert_monthly,script,Revert to Monthly Effect,unavailable,,
script.huskers_update_last_score_test,script,Update Last Score (Test),unavailable,,
automation.huskers_pregame_theater_alternating,automation,Huskers: Pregame Theater Alternating,unavailable,,
automation.huskers_touchdown_boost,automation,Huskers: Touchdown Boost,unavailable,,
automation.huskers_theater_show_auto_start,automation,Huskers: Theater Show Auto Start,unavailable,,
automation.huskers_theater_show_auto_stop,automation,Huskers: Theater Show Auto Stop,unavailable,,
sensor.huskers_our_score,sensor,Huskers Our Score,unavailable,,
sensor.huskers_opponent_score,sensor,Huskers Opponent Score,unavailable,,
sensor.huskers_opponent_name,sensor,Huskers Opponent Name,unavailable,,
sensor.huskers_quarter,sensor,Huskers Quarter,unavailable,,
sensor.huskers_game_clock,sensor,Huskers Game Clock,unavailable,,
sensor.huskers_game_status,sensor,Huskers Game Status,unavailable,,
binary_sensor.internet_status,binary_sensor,Internet Status,unavailable,,
sensor.sun_next_dawn_3,sensor,Next dawn,unavailable,timestamp,
sensor.sun_next_dusk_3,sensor,Next dusk,unavailable,timestamp,
sensor.sun_next_midnight_3,sensor,Next midnight,unavailable,timestamp,
sensor.sun_next_noon_3,sensor,Next noon,unavailable,timestamp,
sensor.sun_next_rising_3,sensor,Next rising,unavailable,timestamp,
sensor.sun_next_setting_3,sensor,Next setting,unavailable,timestamp,
person.diego,person,Diego,unavailable,,
todo.shopping_list_3,todo,Shopping List,unavailable,,
tts.google_translate_en_com_3,tts,Google Translate en com,unavailable,,
sensor.dads_iphone_floors_ascended_2,sensor,Dads iPhone Floors Ascended,unavailable,,
sensor.dads_iphone_floors_descended_2,sensor,Dads iPhone Floors Descended,unavailable,,
sensor.dads_iphone_average_active_pace_2,sensor,Dads iPhone Average Active Pace,unavailable,,
sensor.dads_iphone_distance_2,sensor,Dads iPhone Distance,unavailable,,
sensor.dads_iphone_activity_2,sensor,Dads iPhone Activity,unavailable,,
sensor.dads_iphone_steps_2,sensor,Dads iPhone Steps,unavailable,,
sensor.dads_iphone_battery_level_2,sensor,Dads iPhone Battery Level,unavailable,battery,%
sensor.dads_iphone_battery_state_2,sensor,Dads iPhone Battery State,unavailable,,
sensor.dads_iphone_ssid_2,sensor,Dads iPhone SSID,unavailable,,
sensor.dads_iphone_storage_2,sensor,Dads iPhone Storage,unavailable,,
sensor.dads_iphone_bssid_2,sensor,Dads iPhone BSSID,unavailable,,
sensor.dads_iphone_connection_type_2,sensor,Dads iPhone Connection Type,unavailable,,
sensor.dads_iphone_sim_2_2,sensor,Dads iPhone SIM 2,unavailable,,
sensor.dads_iphone_sim_1_2,sensor,Dads iPhone SIM 1,unavailable,,
sensor.dads_iphone_geocoded_location_2,sensor,Dads iPhone Geocoded Location,unavailable,,
binary_sensor.dads_iphone_focus_2,binary_sensor,Dads iPhone Focus,unavailable,,
sensor.dads_iphone_location_permission_2,sensor,Dads iPhone Location permission,unavailable,,
sensor.dads_iphone_audio_output_2,sensor,Dads iPhone Audio Output,unavailable,,
sensor.dads_iphone_last_update_trigger_2,sensor,Dads iPhone Last Update Trigger,unavailable,,
sensor.dads_iphone_app_version_2,sensor,Dads iPhone App Version,unavailable,,
script.huskers_exterior_alternating_start,script,Huskers: Exterior Alternating – Start (Loop),unavailable,,
script.huskers_exterior_alternating_inverted_start,script,Huskers: Exterior Alternating (Inverted) – Start (2-step fade),unavailable,,
script.huskers_exterior_alternating_toggle,script,Huskers: Exterior Alternating – Toggle,unavailable,,
script.util_fade_color,script,Util: Fade to Color (2-step),unavailable,,
sensor.diegos_ipad_activity_2,sensor,Diego’s iPad  Activity,unavailable,,
sensor.diegos_ipad_battery_level_2,sensor,Diego’s iPad  Battery Level,unavailable,battery,%
sensor.diegos_ipad_battery_state_2,sensor,Diego’s iPad  Battery State,unavailable,,
sensor.diegos_ipad_storage_2,sensor,Diego’s iPad  Storage,unavailable,,
sensor.diegos_ipad_connection_type_2,sensor,Diego’s iPad  Connection Type,unavailable,,
sensor.diegos_ipad_ssid_2,sensor,Diego’s iPad  SSID,unavailable,,
sensor.diegos_ipad_sim_1_2,sensor,Diego’s iPad  SIM 1,unavailable,,
sensor.diegos_ipad_bssid_2,sensor,Diego’s iPad  BSSID,unavailable,,
sensor.diegos_ipad_geocoded_location_2,sensor,Diego’s iPad  Geocoded Location,unavailable,,
binary_sensor.diegos_ipad_focus_2,binary_sensor,Diego’s iPad  Focus,unavailable,,
sensor.diegos_ipad_last_update_trigger_2,sensor,Diego’s iPad  Last Update Trigger,unavailable,,
sensor.diegos_ipad_app_version_2,sensor,Diego’s iPad  App Version,unavailable,,
sensor.diegos_ipad_location_permission_2,sensor,Diego’s iPad  Location permission,unavailable,,
sensor.diegos_ipad_audio_output_2,sensor,Diego’s iPad  Audio Output,unavailable,,
script.huskers_theater_scarlet_fade,script,Huskers: Theater Scarlet Fade,unavailable,,
script.huskers_theater_cream_fade,script,Huskers: Theater Cream Fade,unavailable,,
automation.huskers_exterior_alternating_loop_start,automation,Huskers: Exterior Alternating Loop (Start),unavailable,,
script.huskers_exterior_alternating_stop,script,Huskers: Exterior Alternating – Stop,unavailable,,
automation.huskers_exterior_show_auto_start,automation,Huskers: Exterior Show Auto Start,unavailable,,
automation.huskers_exterior_show_auto_stop,automation,Huskers: Exterior Show Auto Stop,unavailable,,
script.huskers_game_time_everywhere_start,script,Huskers: Game Time – Everywhere (Start),unavailable,,
script.huskers_game_time_everywhere_stop,script,Huskers: Game Time – Everywhere (Stop),unavailable,,
automation.huskers_exterior_light_show_start,automation,Huskers Exterior Light Show - Start,unavailable,,
automation.huskers_debug_script_start,automation,[Huskers Debug] Script start,unavailable,,
automation.huskers_debug_script_stop,automation,[Huskers Debug] Script stop,unavailable,,
automation.huskers_debug_scene_activated,automation,[Huskers Debug] Scene activated,unavailable,,
automation.huskers_debug_theater_color_change,automation,[Huskers Debug] Theater color change,unavailable,,
automation.huskers_debug_exterior_brightness_change,automation,[Huskers Debug] Exterior brightness change,unavailable,,
device_tracker.iot_device_3,device_tracker,iot_device,unavailable,,
device_tracker.b_hyve_xr_70d150_2,device_tracker,B-hyve_XR_70D150,unavailable,,
device_tracker.home_2,device_tracker,Home,unavailable,,
device_tracker.private_7,device_tracker,Private,unavailable,,
device_tracker.google_2,device_tracker,Google,unavailable,,
device_tracker.purifier_garage_2,device_tracker,purifier - garage,unavailable,,
device_tracker.office_2,device_tracker,Office,unavailable,,
device_tracker.garage_keypad_2,device_tracker,garage_keypad,unavailable,,
device_tracker.ipad_2_2,device_tracker,iPad-2,unavailable,,
device_tracker.light_dining_room_2,device_tracker,light - dining room,unavailable,,
device_tracker.google_home_mini_4,device_tracker,Google-Home-Mini,unavailable,,
device_tracker.speaker_bedroom_2,device_tracker,speaker-bedroom,unavailable,,
device_tracker.purifier_bedroom_2,device_tracker,purifier - bedroom,unavailable,,
device_tracker.nintendo_co_ltd_2,device_tracker,"Nintendo Co.,Ltd",unavailable,,
device_tracker.bedroom_vizio_2,device_tracker,bedroom_vizio,unavailable,,
device_tracker.ipad_3,device_tracker,iPad,unavailable,,
device_tracker.multi_use_wifi_2,device_tracker,multi-use-wifi,unavailable,,
device_tracker.google_home_mini_5,device_tracker,Google-Home-Mini,unavailable,,
device_tracker.homeassistant_2,device_tracker,homeassistant,unavailable,,
device_tracker.private_8,device_tracker,Private,unavailable,,
device_tracker.home_hub_2,device_tracker,home hub,unavailable,,
device_tracker.sony,device_tracker,PS5-0AAF54,unavailable,,
device_tracker.office_laptop_2,device_tracker,office_laptop,unavailable,,
device_tracker.firetv_basement_2,device_tracker,firetv-basement,unavailable,,
device_tracker.camera_birdfeeder_2,device_tracker,camera - birdfeeder,unavailable,,
device_tracker.ari_galaxy_s24_2,device_tracker,Ari-Galaxy-S24,unavailable,,
device_tracker.purifier_guest_room_2,device_tracker,purifier - guest room,unavailable,,
device_tracker.dads_iphone_3,device_tracker,Dads-iPhone,unavailable,,
device_tracker.wdmycloud_2,device_tracker,WDMyCloud,unavailable,,
device_tracker.light_front_led_2,device_tracker,light - front led,unavailable,,
device_tracker.chromecast_2,device_tracker,Chromecast,unavailable,,
device_tracker.work_laptop_2,device_tracker,work laptop,unavailable,,
device_tracker.firetv_bedroom_2,device_tracker,firetv-bedroom,unavailable,,
device_tracker.myq_f3c_2,device_tracker,MyQ-F3C,unavailable,,
device_tracker.epsonb9ca4f_2,device_tracker,EPSONB9CA4F,unavailable,,
device_tracker.firetv_livingroom_2,device_tracker,firetv_livingroom,unavailable,,
device_tracker.google_home_mini_6,device_tracker,Google-Home-Mini,unavailable,,
device_tracker.vacuum_roborock_2,device_tracker,vacuum - roborock,unavailable,,
device_tracker.diego_s_s24_2,device_tracker,Diego-s-S24,unavailable,,
device_tracker.private_9,device_tracker,Private,unavailable,,
device_tracker.diegos_ipad_3,device_tracker,Diegos-iPad,unavailable,,
device_tracker.light_sunroom_2,device_tracker,light-sunroom,unavailable,,
device_tracker.android_a1bda00cf175a012_2,device_tracker,android-a1bda00cf175a012,unavailable,,
device_tracker.iot_device_4,device_tracker,iot_device,unavailable,,
device_tracker.sainlogic_302d19_2,device_tracker,Sainlogic-302D19,unavailable,,
device_tracker.ring_187f88c2aa2a_2,device_tracker,Ring-187f88C2AA2A,unavailable,,
sensor.tp_link_router_total_guest_wifi_clients_2,sensor,Total guest wifi clients,unavailable,,
sensor.tp_link_router_total_main_wifi_clients_2,sensor,Total main wifi clients,unavailable,,
sensor.tp_link_router_total_wired_clients_2,sensor,Total wired clients,unavailable,,
sensor.tp_link_router_total_iot_clients_2,sensor,Total IoT clients,unavailable,,
sensor.tp_link_router_total_clients_2,sensor,Total clients,unavailable,,
sensor.tp_link_router_cpu_used_2,sensor,CPU used,unavailable,,%
sensor.tp_link_router_memory_used_2,sensor,Memory used,unavailable,,%
sensor.tp_link_router_connection_type_2,sensor,Connection Type,unavailable,,
switch.guest_wifi_2_4g_2,switch,Guest WIFI 2.4G,unavailable,,
switch.guest_wifi_5g_2,switch,Guest WIFI 5G,unavailable,,
switch.guest_wifi_6g_2,switch,Guest WIFI 6G,unavailable,,
switch.wifi_2_4g_2,switch,WIFI 2.4G,unavailable,,
switch.wifi_5g_2,switch,WIFI 5G,unavailable,,
switch.wifi_6g_2,switch,WIFI 6G,unavailable,,
switch.iot_wifi_2_4g_2,switch,IoT WIFI 2.4G,unavailable,,
switch.iot_wifi_5g_2,switch,IoT WIFI 5G,unavailable,,
switch.iot_wifi_6g_2,switch,IoT WIFI 6G,unavailable,,
switch.router_data_fetching_2,switch,Router data fetching,unavailable,,
button.reboot_2,button,Reboot,unavailable,restart,
device_tracker.iot_device_5,device_tracker,iot_device,unavailable,,
device_tracker.b_hyve_xr_70d150_3,device_tracker,B-hyve_XR_70D150,unavailable,,
device_tracker.home_3,device_tracker,Home,unavailable,,
device_tracker.private_10,device_tracker,Private,unavailable,,
device_tracker.google_3,device_tracker,Google,unavailable,,
device_tracker.purifier_garage_3,device_tracker,purifier - garage,unavailable,,
device_tracker.office_3,device_tracker,Office,unavailable,,
device_tracker.garage_keypad_3,device_tracker,garage_keypad,unavailable,,
device_tracker.ipad_2_3,device_tracker,iPad-2,unavailable,,
device_tracker.light_dining_room_3,device_tracker,light - dining room,unavailable,,
device_tracker.google_home_mini_7,device_tracker,Google-Home-Mini,unavailable,,
device_tracker.speaker_bedroom_3,device_tracker,speaker-bedroom,unavailable,,
device_tracker.purifier_bedroom_3,device_tracker,purifier - bedroom,unavailable,,
device_tracker.nintendo_co_ltd_3,device_tracker,"Nintendo Co.,Ltd",unavailable,,
device_tracker.bedroom_vizio_3,device_tracker,bedroom_vizio,unavailable,,
device_tracker.ipad_4,device_tracker,iPad,unavailable,,
device_tracker.multi_use_wifi_3,device_tracker,multi-use-wifi,unavailable,,
device_tracker.google_home_mini_8,device_tracker,Google-Home-Mini,unavailable,,
device_tracker.homeassistant_3,device_tracker,homeassistant,unavailable,,
device_tracker.private_11,device_tracker,Private,unavailable,,
device_tracker.home_hub_3,device_tracker,home hub,unavailable,,
device_tracker.sony_2,device_tracker,PS5-0AAF54,unavailable,,
device_tracker.office_laptop_3,device_tracker,office_laptop,unavailable,,
device_tracker.firetv_basement_3,device_tracker,firetv-basement,unavailable,,
device_tracker.camera_birdfeeder_3,device_tracker,camera - birdfeeder,unavailable,,
device_tracker.ari_galaxy_s24_3,device_tracker,Ari-Galaxy-S24,unavailable,,
device_tracker.purifier_guest_room_3,device_tracker,purifier - guest room,unavailable,,
device_tracker.dads_iphone_4,device_tracker,Dads-iPhone,unavailable,,
device_tracker.wdmycloud_3,device_tracker,WDMyCloud,unavailable,,
device_tracker.light_front_led_3,device_tracker,light - front led,unavailable,,
device_tracker.chromecast_3,device_tracker,Chromecast,unavailable,,
device_tracker.work_laptop_3,device_tracker,work laptop,unavailable,,
device_tracker.firetv_bedroom_3,device_tracker,firetv-bedroom,unavailable,,
device_tracker.myq_f3c_3,device_tracker,MyQ-F3C,unavailable,,
device_tracker.epsonb9ca4f_3,device_tracker,EPSONB9CA4F,unavailable,,
device_tracker.firetv_livingroom_3,device_tracker,firetv_livingroom,unavailable,,
device_tracker.google_home_mini_9,device_tracker,Google-Home-Mini,unavailable,,
device_tracker.vacuum_roborock_3,device_tracker,vacuum - roborock,unavailable,,
device_tracker.diego_s_s24_3,device_tracker,Diego-s-S24,unavailable,,
device_tracker.private_12,device_tracker,Private,unavailable,,
device_tracker.diegos_ipad_4,device_tracker,Diegos-iPad,unavailable,,
device_tracker.light_sunroom_3,device_tracker,light-sunroom,unavailable,,
device_tracker.android_a1bda00cf175a012_3,device_tracker,android-a1bda00cf175a012,unavailable,,
device_tracker.iot_device_6,device_tracker,iot_device,unavailable,,
device_tracker.sainlogic_302d19_3,device_tracker,Sainlogic-302D19,unavailable,,
device_tracker.ring_187f88c2aa2a_3,device_tracker,Ring-187f88C2AA2A,unavailable,,
sensor.tp_link_router_total_guest_wifi_clients_3,sensor,Total guest wifi clients,unavailable,,
sensor.tp_link_router_total_main_wifi_clients_3,sensor,Total main wifi clients,unavailable,,
sensor.tp_link_router_total_wired_clients_3,sensor,Total wired clients,unavailable,,
sensor.tp_link_router_total_iot_clients_3,sensor,Total IoT clients,unavailable,,
sensor.tp_link_router_total_clients_3,sensor,Total clients,unavailable,,
sensor.tp_link_router_cpu_used_3,sensor,CPU used,unavailable,,%
sensor.tp_link_router_memory_used_3,sensor,Memory used,unavailable,,%
sensor.tp_link_router_connection_type_3,sensor,Connection Type,unavailable,,
switch.guest_wifi_2_4g_3,switch,Guest WIFI 2.4G,unavailable,,
switch.guest_wifi_5g_3,switch,Guest WIFI 5G,unavailable,,
switch.guest_wifi_6g_3,switch,Guest WIFI 6G,unavailable,,
switch.wifi_2_4g_3,switch,WIFI 2.4G,unavailable,,
switch.wifi_5g_3,switch,WIFI 5G,unavailable,,
switch.wifi_6g_3,switch,WIFI 6G,unavailable,,
switch.iot_wifi_2_4g_3,switch,IoT WIFI 2.4G,unavailable,,
switch.iot_wifi_5g_3,switch,IoT WIFI 5G,unavailable,,
switch.iot_wifi_6g_3,switch,IoT WIFI 6G,unavailable,,
