entity_id,domain,friendly_name,state,area_id,area_name,device_id,device_name,attr_key,attr_value
automation.huskers_touchdown_burst,automation,Huskers: Touchdown Burst,unavailable,,,,,supported_features,0
automation.huskers_touchdown_celebration,automation,Huskers: Touchdown Celebration,unavailable,,,,,friendly_name,Huskers: Touchdown Celebration
automation.huskers_touchdown_celebration,automation,Huskers: Touchdown Celebration,unavailable,,,,,id,huskers_touchdown_celebration
automation.huskers_touchdown_celebration,automation,Huskers: Touchdown Celebration,unavailable,,,,,restored,True
automation.huskers_touchdown_celebration,automation,Huskers: Touchdown Celebration,unavailable,,,,,supported_features,0
automation.huskers_touchdown_flash_on_score_update,automation,Huskers – Touchdown Flash on Score Update,unavailable,,,,,friendly_name,Huskers – Touchdown Flash on Score Update
automation.huskers_touchdown_flash_on_score_update,automation,Huskers – Touchdown Flash on Score Update,unavailable,,,,,id,huskers_touchdown_flash_on_score_update
automation.huskers_touchdown_flash_on_score_update,automation,Huskers – Touchdown Flash on Score Update,unavailable,,,,,restored,True
automation.huskers_touchdown_flash_on_score_update,automation,Huskers – Touchdown Flash on Score Update,unavailable,,,,,supported_features,0
automation.huskers_update_last_score_test,automation,Huskers – Update last score (test),unavailable,,,,,friendly_name,Huskers – Update last score (test)
automation.huskers_update_last_score_test,automation,Huskers – Update last score (test),unavailable,,,,,id,huskers_update_last_score_on_event
automation.huskers_update_last_score_test,automation,Huskers – Update last score (test),unavailable,,,,,restored,True
automation.huskers_update_last_score_test,automation,Huskers – Update last score (test),unavailable,,,,,supported_features,0
automation.huskers_update_last_score_test_2,automation,Huskers: Update Last Score (Test),unavailable,,,,,friendly_name,Huskers: Update Last Score (Test)
automation.huskers_update_last_score_test_2,automation,Huskers: Update Last Score (Test),unavailable,,,,,id,huskers_update_last_score_test
automation.huskers_update_last_score_test_2,automation,Huskers: Update Last Score (Test),unavailable,,,,,restored,True
automation.huskers_update_last_score_test_2,automation,Huskers: Update Last Score (Test),unavailable,,,,,supported_features,0
automation.huskers_victory_celebration,automation,Huskers: Victory Celebration,unavailable,,,,,friendly_name,Huskers: Victory Celebration
automation.huskers_victory_celebration,automation,Huskers: Victory Celebration,unavailable,,,,,id,huskers_victory_celebration
automation.huskers_victory_celebration,automation,Huskers: Victory Celebration,unavailable,,,,,restored,True
automation.huskers_victory_celebration,automation,Huskers: Victory Celebration,unavailable,,,,,supported_features,0
automation.huskers_weekly_data_refresh,automation,Huskers: Weekly Data Refresh,unavailable,,,,,friendly_name,Huskers: Weekly Data Refresh
automation.huskers_weekly_data_refresh,automation,Huskers: Weekly Data Refresh,unavailable,,,,,id,huskers_weekly_data_refresh
automation.huskers_weekly_data_refresh,automation,Huskers: Weekly Data Refresh,unavailable,,,,,restored,True
automation.huskers_weekly_data_refresh,automation,Huskers: Weekly Data Refresh,unavailable,,,,,supported_features,0
binary_sensor.huskers_game_in_progress_tt,binary_sensor,Huskers Game In Progress (TT),unavailable,,,,,device_class,running
binary_sensor.huskers_game_in_progress_tt,binary_sensor,Huskers Game In Progress (TT),unavailable,,,,,friendly_name,Huskers Game In Progress (TT)
binary_sensor.huskers_game_in_progress_tt,binary_sensor,Huskers Game In Progress (TT),unavailable,,,,,icon,mdi:football
