entity_id,domain,friendly_name,state,device_class,unit_of_measurement
input_boolean.huskers_victory_mode,input_boolean,Victory Celebration Mode,unavailable,,
input_number.huskers_global_brightness,input_number,Global Light Brightness,unavailable,,brightness
input_number.huskers_celebration_intensity,input_number,Celebration Intensity (1-10),unavailable,,
sensor.huskers_game_status_free,sensor,huskers_game_status_free,unavailable,,
sensor.huskers_schedule_free,sensor,huskers_schedule_free,unavailable,,
sensor.huskers_record_free,sensor,huskers_record_free,unavailable,,
sensor.big_ten_standings_free,sensor,big_ten_standings_free,unavailable,,
sensor.huskers_rankings_free,sensor,huskers_rankings_free,unavailable,,
sensor.huskers_next_game_free,sensor,huskers_next_game_free,unavailable,,
binary_sensor.huskers_is_pregame_free,binary_sensor,huskers_is_pregame_free,unavailable,,
binary_sensor.huskers_is_live_free,binary_sensor,huskers_is_live_free,unavailable,,
binary_sensor.huskers_is_postgame_free,binary_sensor,huskers_is_postgame_free,unavailable,,
sensor.cfb_scoreboard_espn,sensor,cfb_scoreboard_espn,unavailable,,
sensor.nebraska_team_info_espn,sensor,nebraska_team_info_espn,unavailable,,
sensor.big_ten_teams_espn,sensor,big_ten_teams_espn,unavailable,,
sensor.nebraska_schedule_espn,sensor,nebraska_schedule_espn,unavailable,,
sensor.cfb_rankings_espn,sensor,cfb_rankings_espn,unavailable,,
input_text.huskers_theater_prev_scripts,input_text,Huskers Theater Prev Scripts,unavailable,,
light.spare_light,light,spare_light,off,,
select.spare_light_power_on_behavior,select,spare_light Power-on behavior,unknown,,
update.spare_light,update,spare_light,off,firmware,
light.garage_center,light,Garage Center,off,,
select.garage_center_power_on_behavior,select,Garage Center Power-on behavior,unknown,,
update.garage_center,update,Garage Center,on,firmware,
binary_sensor.wx_pressure_falling_rapid,binary_sensor,WX Pressure falling rapidly (≥0.06 inHg/h),unknown,problem,
binary_sensor.wx_pressure_falling_very_fast,binary_sensor,WX Pressure falling very fast (≥0.09 inHg/h),unknown,problem,
group.huskers_eight_lights,group,Huskers – All Eight Lights,off,,
group.kiosk_all_lights_core,group,Kiosk — All Lights (Core),on,,
group.kiosk_theater_lights,group,Kiosk — Theater Lights,off,,
group.kiosk_front_lights,group,Kiosk — Front Lights,off,,
group.kiosk_garage_lights,group,Kiosk — Garage Lights,off,,
group.kiosk_all_automations,group,Kiosk — Core Automations,on,,
group.kiosk_exterior_lights,group,Kiosk — Exterior Lights,off,,
group.kiosk_purifiers,group,Kiosk — Purifiers,on,,
group.kiosk_plugs,group,Kiosk — Plugs,on,,
group.kiosk_light_power_switches,group,Kiosk — Light Power Switches,on,,
group.weather_dashboard_all,group,Weather Dashboard - All,off,,
